name,family,alpha,window_size,phase,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,compression_score,tradeoff_score
control_2_5,rational_control,0.4,0.2,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,16.88659289816469,4.003662721563571
control_2_5,rational_control,0.4,0.2,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,16.88659289816469,4.003662721563571
control_2_5,rational_control,0.4,0.2,0.31,0.6363636363636364,2.0,0.21005019403026592,0.220725234361598,0.0,257,16.86594914156547,3.97771854821643
control_2_5,rational_control,0.4,0.34,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,16.805129458661604,4.002440769971025
control_2_5,rational_control,0.4,0.34,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,16.805129458661604,4.002440769971025
control_2_5,rational_control,0.4,0.34,0.31,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,16.805129458661604,4.002440769971025
control_2_5,rational_control,0.4,0.47,0.0,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,12.599996239399808,3.939363771682098
control_2_5,rational_control,0.4,0.47,0.17,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,12.599996239399808,3.939363771682098
control_2_5,rational_control,0.4,0.47,0.31,1.0,1.0,0.17034387126891623,0.3196361719088992,0.2,5,12.599996239399808,3.939363771682098
random_1,random,0.07766782664465123,0.2,0.0,0.0,3.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,11.118453980485516,1.9843915966071537
random_1,random,0.07766782664465123,0.2,0.17,0.0,3.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,11.118453980485516,1.9843915966071537
random_1,random,0.07766782664465123,0.2,0.31,0.0,3.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,11.118453980485516,1.9843915966071537
random_1,random,0.07766782664465123,0.34,0.0,0.0,5.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,10.877569159324015,1.730778324289731
random_1,random,0.07766782664465123,0.34,0.17,0.0,5.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,10.877569159324015,1.730778324289731
random_1,random,0.07766782664465123,0.34,0.31,0.0,5.0,0.2721072582271615,0.6945211354302263,0.009708737864077669,103,10.877569159324015,1.730778324289731
