branch,anchor,alpha,offset,window_width,beta,score_a,score_b,score_c,score_d,score_e,score_f,write_count,witness_count,activity_rate,delayed_retention,witness_conversion_proxy,write_persistence,pollution,overload_rate,phase_lock_resistance,generic_score
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.025,0.08,0.24,0.1,0.55,0.7,109.0,0.0,0.05322265625,1.0,0.0,0.10091743119266056,0.05324865657059111,0.0,0.5193099837374313,0.49468176182376655
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.025,0.08,0.24,0.1,0.55,0.7,113.0,0.0,0.05517578125,1.0,0.0,0.11504424778761062,0.055202735710796286,0.0,0.4242301396768784,0.47859210303631944
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.025,0.08,0.24,0.1,0.55,0.7,113.0,0.0,0.05517578125,1.0,0.0,0.10619469026548672,0.055202735710796286,0.0,0.42790895251211136,0.47780852150608843
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,105.0,89.0,0.0947265625,0.5412371134020618,0.0,0.26666666666666666,0.05129457743038593,0.0,0.4973950966937074,0.4615130900975147
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,70.0,84.0,0.0751953125,0.45454545454545453,0.0,0.3,0.03419638495359062,0.0,0.7276744210757169,0.5180740751926431
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,72.0,91.0,0.07958984375,0.44171779141104295,0.0,0.3472222222222222,0.03517342452369321,0.0,0.44232958353142393,0.4671607857282847
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,68.0,89.0,0.07666015625,0.43312101910828027,0.0,0.39705882352941174,0.03321934538348803,0.0,0.6229254780600193,0.5109812041476441
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,67.0,86.0,0.07470703125,0.43790849673202614,0.0,0.34328358208955223,0.032730825598436736,0.0,0.5759930070900485,0.4893401888276793
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,69.0,84.0,0.07470703125,0.45098039215686275,0.0,0.3333333333333333,0.033707865168539325,0.0,0.47843886214982134,0.46810057226707563
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.025,0.08,0.52,0.025,0.32,0.58,69.0,85.0,0.0751953125,0.44805194805194803,0.0,0.36231884057971014,0.033707865168539325,0.0,0.46749250981249135,0.4710515665629245
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,103.0,35.0,0.0673828125,0.7463768115942029,0.0,0.22330097087378642,0.05031753786028334,0.0,0.5106006136153958,0.4921497122039184
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,66.0,25.0,0.04443359375,0.7252747252747253,0.0,0.22727272727272727,0.03224230581338544,0.0,0.7134525812490566,0.5068752225502686
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,71.0,28.0,0.04833984375,0.7171717171717171,0.0,0.11267605633802817,0.034684904738641914,0.0,0.6138571689378611,0.46772775436305797
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,67.0,26.0,0.04541015625,0.7204301075268817,0.0,0.23880597014925373,0.032730825598436736,0.0,0.6399462886411533,0.49318630459684554
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,59.0,23.0,0.0400390625,0.7195121951219512,0.0,0.2033898305084746,0.02882266731802638,0.0,0.5913425008596727,0.4695704856397235
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,66.0,22.0,0.04296875,0.75,0.0,0.16666666666666666,0.03224230581338544,0.0,0.47696347912303627,0.44606351844199715
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.025,0.17,0.52,0.1,0.32,0.58,69.0,23.0,0.044921875,0.75,0.0,0.2028985507246377,0.033707865168539325,0.0,0.46470555377042666,0.45221267549644545
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,130.0,7.0,0.06689453125,0.948905109489051,0.0,0.06153846153846154,0.0635075720566683,0.0,0.5017520750061213,0.4918247553944845
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,114.0,0.0,0.0556640625,1.0,0.0,0.07894736842105263,0.05569125549584758,0.0,0.6874210527793936,0.5305679356125883
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,115.0,0.0,0.05615234375,1.0,0.0,0.08695652173913043,0.056179775280898875,0.0,0.597462474770716,0.5127899660276292
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,111.0,0.0,0.05419921875,1.0,0.0,0.09009009009009009,0.0542256961406937,0.0,0.5921762451594239,0.509905957897534
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,102.0,0.0,0.0498046875,1.0,0.0,0.0392156862745098,0.049829018075232046,0.0,0.5283625496597766,0.4815681223835441
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,114.0,0.0,0.0556640625,1.0,0.0,0.12280701754385964,0.05569125549584758,0.0,0.4262857978013129,0.4810129163595158
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.035,0.24,0.025,0.32,0.7,113.0,0.0,0.05517578125,1.0,0.0,0.10619469026548672,0.055202735710796286,0.0,0.4279087214771846,0.47780847067840454
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,96.0,0.0,0.046875,1.0,0.0,0.020833333333333332,0.04689789936492428,0.0,0.5368521048814918,0.47669938112473426
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,113.0,0.0,0.05517578125,1.0,0.0,0.07964601769911504,0.055202735710796286,0.0,0.691981683236992,0.5311257612036153
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,110.0,0.0,0.0537109375,1.0,0.0,0.09090909090909091,0.0537371763556424,0.0,0.6133785827930855,0.5141466223446638
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,110.0,0.0,0.0537109375,1.0,0.0,0.09090909090909091,0.0537371763556424,0.0,0.5963073291817678,0.5103909465501739
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,99.0,0.0,0.04833984375,1.0,0.0,0.04040404040404041,0.04836345872007816,0.0,0.5401880262883332,0.48266982104605427
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,114.0,0.0,0.0556640625,1.0,0.0,0.12280701754385964,0.05569125549584758,0.0,0.4262857978013129,0.4810129163595158
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.035,0.24,0.1,0.18,0.7,113.0,0.0,0.05517578125,1.0,0.0,0.11504424778761062,0.055202735710796286,0.0,0.4344034933019112,0.48083024083382664
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,68.0,0.0,0.033203125,1.0,0.0,0.0,0.03321934538348803,0.0,0.5594799636171273,0.46193195061508896
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,54.0,0.0,0.0263671875,1.0,0.0,0.0,0.026380068392769906,0.0,0.7477511290848633,0.4953538273022483
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,58.0,0.0,0.0283203125,1.0,0.0,0.0,0.028334147532975085,0.0,0.6468219216868596,0.4754344815934711
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,56.0,0.0,0.02734375,1.0,0.0,0.0,0.027357107962872496,0.0,0.6787224422900173,0.48131005616677397
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,50.0,0.0,0.0244140625,1.0,0.0,0.0,0.024425989252564728,0.0,0.7060198414469339,0.4838878641031203
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,56.0,0.0,0.02734375,1.0,0.0,0.0,0.027357107962872496,0.0,0.5159934636894574,0.4455096808746508
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.035,0.52,0.055,0.18,0.58,56.0,0.0,0.02734375,1.0,0.0,0.0,0.027357107962872496,0.0,0.5216679731444038,0.44675807295473907
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,103.0,91.0,0.0947265625,0.5309278350515464,0.0,0.2621359223300971,0.05031753786028334,0.0,0.49706770594019056,0.4590542087806842
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,69.0,86.0,0.07568359375,0.44516129032258067,0.0,0.30434782608695654,0.033707865168539325,0.0,0.7283593812848004,0.518155342003938
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,73.0,91.0,0.080078125,0.4451219512195122,0.0,0.3287671232876712,0.0356619443087445,0.0,0.4406304888448953,0.4643856901380802
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,69.0,90.0,0.07763671875,0.4339622641509434,0.0,0.391304347826087,0.033707865168539325,0.0,0.6214400958144131,0.5109348351760343
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,60.0,93.0,0.07470703125,0.39215686274509803,0.0,0.38333333333333336,0.029311187103077674,0.0,0.577499255720799,0.4898338283920452
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,70.0,85.0,0.07568359375,0.45161290322580644,0.0,0.32857142857142857,0.03419638495359062,0.0,0.7545763516728535,0.5292765004182267
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.08,0.52,0.025,0.55,0.7,71.0,86.0,0.07666015625,0.45222929936305734,0.0,0.352112676056338,0.034684904738641914,0.0,0.46284470401812994,0.47061320740562723
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,102.0,0.0,0.0498046875,1.0,0.0,0.0,0.049829018075232046,0.0,0.5036165978117295,0.4690651894475619
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,68.0,0.0,0.033203125,1.0,0.0,0.0,0.03321934538348803,0.0,0.7040240708247725,0.4937316542007709
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,71.0,0.0,0.03466796875,1.0,0.0,0.0,0.034684904738641914,0.0,0.6020890264303926,0.473019754373095
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,68.0,0.0,0.033203125,1.0,0.0,0.0,0.03321934538348803,0.0,0.6198728556311663,0.4752183868581776
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,60.0,0.0,0.029296875,1.0,0.0,0.0,0.029311187103077674,0.0,0.5723872033558981,0.46020138352005135
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,69.0,0.0,0.03369140625,1.0,0.0,0.0,0.033707865168539325,0.0,0.4617930244611945,0.44101209398047964
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.08,0.52,0.1,0.32,0.7,69.0,0.0,0.03369140625,1.0,0.0,0.0,0.033707865168539325,0.0,0.451052503797128,0.43864917943438503
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,124.0,35.0,0.07763671875,0.779874213836478,0.0,0.1693548387096774,0.060576453346360526,0.0,0.5123418286135857,0.5001787296463585
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,114.0,25.0,0.06787109375,0.8201438848920863,0.0,0.21052631578947367,0.05569125549584758,0.0,0.6917876440386925,0.5416946068611836
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,116.0,28.0,0.0703125,0.8055555555555556,0.0,0.1896551724137931,0.05666829506595017,0.0,0.6057119749090456,0.5196406157980857
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,111.0,24.0,0.06591796875,0.8222222222222222,0.0,0.23423423423423423,0.0542256961406937,0.0,0.6050684330321776,0.5248921782310414
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,102.0,24.0,0.0615234375,0.8095238095238095,0.0,0.17647058823529413,0.049829018075232046,0.0,0.5441682177371019,0.49392349873730634
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,113.0,23.0,0.06640625,0.8308823529411765,0.0,0.26548672566371684,0.055202735710796286,0.0,0.4355852287009828,0.49514913104740976
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.06,0.17,0.24,0.1,0.18,0.7,109.0,21.0,0.0634765625,0.8384615384615385,0.0,0.22018348623853212,0.05324865657059111,0.0,0.4400254550908026,0.48567828439611127
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,136.0,0.0,0.06640625,1.0,0.0,0.058823529411764705,0.06643869076697606,0.0,0.5028848649306912,0.4989156228175116
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,121.0,0.0,0.05908203125,1.0,0.0,0.11570247933884298,0.05911089399120664,0.0,0.6938236829084901,0.542591324064063
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,133.0,0.0,0.06494140625,1.0,0.0,0.19548872180451127,0.06497313141182218,0.0,0.6040303624022993,0.5440535569528722
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,120.0,0.0,0.05859375,1.0,0.0,0.16666666666666666,0.05862237420615535,0.0,0.6111062162507916,0.5329957651386817
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,119.0,0.0,0.05810546875,1.0,0.0,0.17647058823529413,0.05813385442110405,0.0,0.550228023254687,0.5207959985821957
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,120.0,0.0,0.05859375,1.0,0.0,0.16666666666666666,0.05862237420615535,0.0,0.4398802654717441,0.49532605596729123
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.11,0.035,0.24,0.1,0.55,0.7,125.0,0.0,0.06103515625,1.0,0.0,0.192,0.06106497313141182,0.0,0.4426554548471814,0.5033529475283669
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,124.0,8.0,0.064453125,0.9393939393939394,0.0,0.04838709677419355,0.060576453346360526,0.0,0.50399710861569,0.4856123616001281
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,96.0,0.0,0.046875,1.0,0.0,0.0,0.04689789936492428,0.0,0.6918069410528325,0.5070394450824292
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,98.0,0.0,0.0478515625,1.0,0.0,0.0,0.04787493893502687,0.0,0.5977135699291272,0.48748144339460586
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,95.0,0.0,0.04638671875,1.0,0.0,0.0,0.046409379579872984,0.0,0.6002312759587709,0.48632152878203977
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,98.0,0.0,0.0478515625,1.0,0.0,0.0,0.04787493893502687,0.0,0.5333914404506468,0.47333057490934016
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,97.0,0.0,0.04736328125,1.0,0.0,0.0,0.04738641914997557,0.0,0.4387606129842948,0.45194052288704684
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.11,0.035,0.36,0.025,0.32,0.7,97.0,0.0,0.04736328125,1.0,0.0,0.0,0.04738641914997557,0.0,0.4402089349147128,0.4522591537117388
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,124.0,16.0,0.068359375,0.8857142857142857,0.0,0.12096774193548387,0.060576453346360526,0.0,0.5068138869987615,0.49559063688469146
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,96.0,6.0,0.0498046875,0.9411764705882353,0.0,0.041666666666666664,0.04689789936492428,0.0,0.695007505513259,0.5094939139328407
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,98.0,7.0,0.05126953125,0.9333333333333333,0.0,0.04081632653061224,0.04787493893502687,0.0,0.6023310628559833,0.4894500248848577
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,95.0,6.0,0.04931640625,0.9405940594059405,0.0,0.05263157894736842,0.046409379579872984,0.0,0.606073237839416,0.49123760348625845
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,98.0,4.0,0.0498046875,0.9607843137254902,0.0,0.01020408163265306,0.04787493893502687,0.0,0.536145420979518,0.47194008176564783
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,97.0,6.0,0.05029296875,0.941747572815534,0.0,0.061855670103092786,0.04738641914997557,0.0,0.44168240320899443,0.45805905838052285
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.11,0.08,0.36,0.055,0.55,0.7,97.0,7.0,0.05078125,0.9326923076923077,0.0,0.07216494845360824,0.04738641914997557,0.0,0.4433397522310948,0.45944085441126153
model_revision_witness,random_cf_1,0.41179800879002604,-0.036,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,136.0,89.0,0.10986328125,0.6044444444444445,0.0,0.23529411764705882,0.06643869076697606,0.0,0.4863422215969092,0.44341514421504363
model_revision_witness,random_cf_1,0.423798008790026,-0.023999999999999997,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,121.0,80.0,0.09814453125,0.6019900497512438,0.0,0.30578512396694213,0.05911089399120664,0.0,0.6297624262213268,0.5024979284611439
model_revision_witness,random_cf_1,0.435798008790026,-0.011999999999999997,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,126.0,83.0,0.10205078125,0.6028708133971292,0.0,0.373015873015873,0.061553492916463115,0.0,0.40835994813699583,0.46095361988071987
model_revision_witness,random_cf_1,0.447798008790026,3.469446951953614e-18,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,119.0,81.0,0.09765625,0.595,0.0,0.4117647058823529,0.05813385442110405,0.0,0.5974668956808593,0.5140393432549242
model_revision_witness,random_cf_1,0.459798008790026,0.012000000000000004,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,117.0,75.0,0.09375,0.609375,0.0,0.3504273504273504,0.057156814851001464,0.0,0.5471391834073243,0.49918749823845426
model_revision_witness,random_cf_1,0.47179800879002604,0.024000000000000004,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,120.0,78.0,0.0966796875,0.6060606060606061,0.0,0.43333333333333335,0.05862237420615535,0.0,0.7086403203328364,0.5453311681314286
model_revision_witness,random_cf_1,0.483798008790026,0.036000000000000004,0.3,0.017,0.11,0.17,0.24,0.055,0.55,0.44,119.0,83.0,0.0986328125,0.5891089108910891,0.0,0.42016806722689076,0.05813385442110405,0.0,0.6935357988049761,0.534523829601821
boundary_pocket,random_cf_1,0.41179800879002604,-0.036,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,329.0,0.10709635416666667,0.0,0.0,0.0,0.0,0.0,0.5276841681177751,0.3222200742775772
boundary_pocket,random_cf_1,0.423798008790026,-0.023999999999999997,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,307.0,0.09993489583333333,0.0,0.0,0.0,0.0,0.0,0.6777138311356521,0.3641784230581768
boundary_pocket,random_cf_1,0.435798008790026,-0.011999999999999997,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,284.0,0.09244791666666667,0.0,0.0,0.0,0.0,0.0,0.671037563891252,0.37206836822274214
boundary_pocket,random_cf_1,0.447798008790026,3.469446951953614e-18,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,254.0,0.08268229166666667,0.0,0.0,0.0,0.0,0.0,0.6055583447462476,0.36986997126084115
boundary_pocket,random_cf_1,0.459798008790026,0.012000000000000004,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,211.0,0.06868489583333333,0.0,0.0,0.0,0.0,0.0,0.4300216390405859,0.32046088038059556
boundary_pocket,random_cf_1,0.47179800879002604,0.024000000000000004,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,177.0,0.0576171875,0.0,0.0,0.0,0.0,0.0,0.7221470289325556,0.37089383074016224
boundary_pocket,random_cf_1,0.483798008790026,0.036000000000000004,0.16,0.0,0.14,0.88,0.8,0.08,1.1,,0.0,138.0,0.044921875,0.0,0.0,0.0,0.0,0.0,0.7368216636666505,0.3582531097566631
boundary_pocket,random_cf_1,0.41179800879002604,-0.036,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,329.0,0.10709635416666667,0.0,0.0,0.0,0.0,0.0,0.4732713791615727,0.31024926070721265
boundary_pocket,random_cf_1,0.423798008790026,-0.023999999999999997,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,307.0,0.09993489583333333,0.0,0.0,0.0,0.0,0.0,0.34158270157892134,0.29022957455569603
boundary_pocket,random_cf_1,0.435798008790026,-0.011999999999999997,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,284.0,0.09244791666666667,0.0,0.0,0.0,0.0,0.0,0.6211519121505955,0.3610935248397977
boundary_pocket,random_cf_1,0.447798008790026,3.469446951953614e-18,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,254.0,0.08268229166666667,0.0,0.0,0.0,0.0,0.0,0.5474549762050698,0.357087230181782
boundary_pocket,random_cf_1,0.459798008790026,0.012000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,211.0,0.06868489583333333,0.0,0.0,0.0,0.0,0.0,0.40599982393061507,0.315176081056402
boundary_pocket,random_cf_1,0.47179800879002604,0.024000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,179.0,0.058268229166666664,0.0,0.0,0.0,0.0,0.0,0.6914282201120949,0.3649494948829942
boundary_pocket,random_cf_1,0.483798008790026,0.036000000000000004,0.16,0.0,0.14,0.88,0.8,0.14,1.45,,0.0,159.0,0.0517578125,0.0,0.0,0.0,0.0,0.0,0.7133286156767993,0.3616295610738958
boundary_pocket,random_cf_1,0.41179800879002604,-0.036,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,269.0,0.08756510416666667,0.0,0.0,0.0,0.0,0.0,0.5981336174601266,0.3621330156328945
boundary_pocket,random_cf_1,0.423798008790026,-0.023999999999999997,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,240.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.4317755007278411,0.33264686016012507
boundary_pocket,random_cf_1,0.435798008790026,-0.011999999999999997,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,239.0,0.07779947916666667,0.0,0.0,0.0,0.0,0.0,0.7100986176586904,0.39347104484324524
boundary_pocket,random_cf_1,0.447798008790026,3.469446951953614e-18,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,153.0,0.0498046875,0.0,0.0,0.0,0.0,0.0,0.6855744190327027,0.3530822315621946
boundary_pocket,random_cf_1,0.459798008790026,0.012000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,92.0,0.029947916666666668,0.0,0.0,0.0,0.0,0.0,0.477638814198038,0.2825154349569017
boundary_pocket,random_cf_1,0.47179800879002604,0.024000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,110.0,0.035807291666666664,0.0,0.0,0.0,0.0,0.0,0.7399628222575279,0.3475509354799895
boundary_pocket,random_cf_1,0.483798008790026,0.036000000000000004,0.16,0.0,0.14,0.94,0.45,0.08,1.1,,0.0,137.0,0.044596354166666664,0.0,0.0,0.0,0.0,0.0,0.7483700377753358,0.3603868510189072
boundary_pocket,random_cf_1,0.41179800879002604,-0.036,0.16,0.0,0.14,0.94,0.62,0.08,1.1,,0.0,269.0,0.08756510416666667,0.0,0.0,0.0,0.0,0.0,0.5981336174601266,0.3621330156328945
boundary_pocket,random_cf_1,0.423798008790026,-0.023999999999999997,0.16,0.0,0.14,0.94,0.62,0.08,1.1,,0.0,240.0,0.078125,0.0,0.0,0.0,0.0,0.0,0.4317755007278411,0.33264686016012507
boundary_pocket,random_cf_1,0.435798008790026,-0.011999999999999997,0.16,0.0,0.14,0.94,0.62,0.08,1.1,,0.0,239.0,0.07779947916666667,0.0,0.0,0.0,0.0,0.0,0.7100986176586904,0.39347104484324524
