flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,sheath_gain,bleed_rate,split_threshold,family_radius,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_slot_recall_rate,same_family_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,pollution,phase_lock_resistance,score
golden,phi,0.6180339887498948,13,13,0.04,0.78,21,0.2,0.12,0.08,0.36,1,0.765379113018598,0.43354943273906,0.003952569169960474,0.2992659514398645,0.4015957446808511,0.16888297872340424,0.4015957446808511,0.11436170212765957,0.0,0.598404255319149,0.06675350048844025,0.481144455573708,0.7584083530845603
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.08,0.08,0.08,0.24,1,0.8684582743988685,0.4647993943981832,0.004517221908526256,0.24957651044607565,0.6031613976705491,0.2670549084858569,0.6031613976705491,0.30449251247920134,0.14392678868552414,0.3968386023294509,0.07945294692282644,0.4888356551731704,0.7216979857795146
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,0.04,0.12,0.36,1,0.9099216710182768,0.4764183185235817,0.003952569169960474,0.16996047430830039,0.5848179705654531,0.2749806351665376,0.5848179705654531,0.19364833462432224,0.13477924089852827,0.41518202943454685,0.09247802018886356,0.49207494718079425,0.7698326687109991
golden,phi,0.6180339887498948,13,13,0.08,0.58,13,0.14,0.08,0.12,0.24,1,0.8702623906705539,0.46531566640685895,0.003952569169960474,0.2715979672501412,0.599835661462613,0.23829087921117503,0.599835661462613,0.32210353327855384,0.14461791290057519,0.40016433853738703,0.07749918593292088,0.49033718140911375,0.7182080334654267
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.14,0.08,0.08,0.24,2,0.8269230769230769,0.45263157894736844,0.004517221908526256,0.35177865612648224,0.5552898983861327,0.24626419605499103,0.5552898983861327,0.27256425582785415,0.13508667065152422,0.4447101016138673,0.07880169325952459,0.46949868505874426,0.7169127341255349
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.2,0.04,0.04,0.36,2,0.8583815028901735,0.4618973561430793,0.003952569169960474,0.26990400903444384,0.5552308591466978,0.2875511396843951,0.5552308591466978,0.20631209818819404,0.13617767387492694,0.44476914085330216,0.08629111038749593,0.47871421028475003,0.7527568236879237
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.2,0.04,0.12,0.36,1,0.896551724137931,0.4727272727272727,0.003952569169960474,0.25070581592320723,0.5663170882171499,0.2621838371375694,0.5663170882171499,0.21714990746452806,0.1406539173349784,0.43368291178285007,0.09703679583197655,0.4911564034408722,0.7542621578960209
golden,phi,0.6180339887498948,13,13,0.08,0.58,21,0.2,0.08,0.12,0.24,2,0.8443316412859561,0.4577981651376147,0.003952569169960474,0.3805759457933371,0.5572198921509887,0.22588376273217495,0.5572198921509887,0.29358897543439183,0.1366087477531456,0.4427801078490114,0.07456854444806252,0.4431155948788186,0.7060199387411219
golden,phi,0.6180339887498948,13,13,0.08,0.68,13,0.2,0.12,0.04,0.36,2,0.7862266857962698,0.44016064257028115,0.003952569169960474,0.2930547713156409,0.4774774774774775,0.1600831600831601,0.4774774774774775,0.15661815661815662,0.0,0.5225225225225225,0.07326603712145881,0.4541168136150767,0.7600726143393802
golden,phi,0.6180339887498948,13,13,0.08,0.78,13,0.08,0.08,0.04,0.24,1,0.8822768434670116,0.46872852233676976,0.003952569169960474,0.17447769621682666,0.4048174048174048,0.15306915306915306,0.4048174048174048,0.21445221445221446,0.0,0.5951825951825952,0.08759361771409964,0.49125332319544257,0.7498843648759057
