anchor,anchor_family,model,global_hotspot_offset,hotspot_stability,phase_lock_resistance,delayed_retention,pollution,witness_conversion,mean_alignment_latency,contact_ring_rate,rigidity_after_perturbation,composite_score,surrogate_gap
bounded_probe,bounded_anchor,random_projection_null,-0.01800000000000001,0.3125,0.8461962910601667,0.007199620810437353,0.3125,0.005737855733018272,9.46875,0.4847564697265625,0.9684600830078125,0.5667439389175275,-0.0075910361341683386
bounded_probe,bounded_anchor,shuffled_time_null,-0.027000000000000007,0.3125,0.8247469463031465,0.01358040108040108,0.375,0.010111659130376415,9.875,0.4873199462890625,0.970428466796875,0.5551595145158443,-0.03610281435136942
pi_mod1,constant_control,single_light_sphere,-0.030000000000000006,0.5625,0.4990118501322621,0.7038467997363669,1.0,0.2902302228504615,4.031134681234751,0.2784423828125,0.6259765625,0.5412425946694119,-0.10072370464683955
pi_mod1,constant_control,two_light_alignment,-0.036000000000000004,0.625,0.7480250772772374,0.18015322194031969,1.0,0.08879646047072376,2.013095238095238,0.488037109375,0.95257568359375,0.4746273042446508,-0.04822287396782943
pi_mod1,constant_control,torus_contact_ring,0.008999999999999984,0.0,0.6421512432528115,0.017531883361809233,0.375,0.010230548530091647,9.145833333333334,0.928955078125,0.93353271484375,0.539618629813787,-0.022929087286500782
pi_mod1,constant_control,random_projection_null,-0.009000000000000011,0.375,0.8612520376882329,0.0034572557471264365,0.125,0.002467971217971218,10.78125,0.4884185791015625,0.970916748046875,0.605938195244978,0.037132745323220584
pi_mod1,constant_control,shuffled_time_null,-0.006000000000000012,0.375,0.8519474256433741,0.01270321468941896,0.4375,0.009786698603585872,9.45625,0.4877166748046875,0.9705352783203125,0.546056949078447,-0.03537171550307294
fib_13_21,rational_control,single_light_sphere,-1.3877787807814457e-17,0.3125,0.4219275463787441,0.625677704580341,0.875,0.1564279362588161,7.657485431235431,0.282958984375,0.62335205078125,0.4631290773562977,-0.148862994030323
fib_13_21,rational_control,two_light_alignment,0.02399999999999998,0.75,0.7671702309142386,0.06751462438423646,0.3125,0.03301133417944816,10.107954545454545,0.4864501953125,0.9603271484375,0.5585869811329138,0.06096258539603944
fib_13_21,rational_control,torus_contact_ring,-0.006000000000000012,0.5625,0.7008007240743219,0.02402725830944289,0.375,0.013609473539028414,10.243055555555555,0.92919921875,0.929443359375,0.5599353753164638,0.013032473344753881
fib_13_21,rational_control,random_projection_null,-1.3877787807814457e-17,0.375,0.8686328319345684,0.018985133344184064,0.625,0.015124863979358026,7.4375,0.4846954345703125,0.971588134765625,0.5274326336549874,-0.027893444865829342
fib_13_21,rational_control,shuffled_time_null,-0.006000000000000012,0.375,0.8640084159480497,0.008793491694472607,0.3125,0.007044942727256481,9.4375,0.4853668212890625,0.9697265625,0.5767824898887022,-0.008324309320549006
