name,family,alpha,window_size,phase,balance_score,balance_spread,complexity_deviation,periodicity_match,write_count,witness_count,release_count,pollution,delayed_retention,compression_score,tradeoff_score
control_2_5,rational_control,0.4,0.34,0.0,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.805129458661604,1.7336937124216834
control_2_5,rational_control,0.4,0.34,0.17,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,16.805129458661604,1.7336937124216834
control_2_5,rational_control,0.4,0.47,0.0,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.599996239399808,1.7150087943087524
control_2_5,rational_control,0.4,0.47,0.17,1.0,1.0,0.3196361719088992,0.2,4092.0,4.0,0.0,0.0012218963831867058,0.0,12.599996239399808,1.7150087943087524
random_1,random,0.07766782664465123,0.2,0.0,0.0,3.0,0.6945211354302263,0.009708737864077669,3457.0,321.0,318.0,0.0011570726063060456,0.5741324921135647,11.118453980485516,2.3538097777365627
random_1,random,0.07766782664465123,0.2,0.17,0.0,3.0,0.6945211354302263,0.009708737864077669,3457.0,321.0,318.0,0.0011570726063060456,0.5741324921135647,11.118453980485516,2.3538097777365627
random_1,random,0.07766782664465123,0.34,0.0,0.0,5.0,0.6945211354302263,0.009708737864077669,3334.0,324.0,438.0,0.00029994001199760045,0.0,10.877569159324015,1.7218794046586854
random_1,random,0.07766782664465123,0.34,0.17,0.0,5.0,0.6945211354302263,0.009708737864077669,3334.0,324.0,438.0,0.00029994001199760045,0.0,10.877569159324015,1.7218794046586854
random_1,random,0.07766782664465123,0.47,0.0,0.0,7.0,0.6945211354302263,0.009708737864077669,2804.0,1291.0,1.0,0.0003566333808844508,0.0,11.607607357936365,1.7250778720374884
random_1,random,0.07766782664465123,0.47,0.17,0.0,7.0,0.6945211354302263,0.009708737864077669,2804.0,1291.0,1.0,0.0003566333808844508,0.0,11.607607357936365,1.7250778720374884
random_2,random,0.20161173178845176,0.2,0.0,0.36363636363636365,2.0,0.48142589733498825,0.008064516129032258,4027.0,69.0,0.0,0.025329029053886266,0.0,15.927209384559525,1.9105510801631564
random_2,random,0.20161173178845176,0.2,0.17,0.36363636363636365,2.0,0.48142589733498825,0.008064516129032258,4027.0,69.0,0.0,0.025329029053886266,0.0,15.927209384559525,1.9105510801631564
random_2,random,0.20161173178845176,0.34,0.0,0.09090909090909091,4.0,0.6945211354302263,0.008064516129032258,3036.0,1026.0,34.0,0.0009881422924901185,1.0,10.98300014382281,2.8716912547268483
random_2,random,0.20161173178845176,0.34,0.17,0.09090909090909091,4.0,0.6945211354302263,0.008064516129032258,3036.0,1026.0,34.0,0.0009881422924901185,1.0,10.98300014382281,2.8716912547268483
random_2,random,0.20161173178845176,0.47,0.0,0.09090909090909091,4.0,0.6945211354302263,0.008064516129032258,2442.0,1621.0,33.0,0.0012285012285012285,0.0,11.894680165588342,1.7755498895497508
random_2,random,0.20161173178845176,0.47,0.17,0.09090909090909091,4.0,0.6945211354302263,0.008064516129032258,2442.0,1621.0,33.0,0.0012285012285012285,0.0,11.894680165588342,1.7755498895497508
random_3,random,0.31455540234073975,0.2,0.0,0.18181818181818182,4.0,0.4409070727252545,0.004694835680751174,3400.0,695.0,1.0,0.0008823529411764706,1.0,10.705879157659968,2.9250972207409274
random_3,random,0.31455540234073975,0.2,0.17,0.18181818181818182,4.0,0.4409070727252545,0.004694835680751174,3400.0,695.0,1.0,0.0008823529411764706,1.0,10.705879157659968,2.9250972207409274
random_3,random,0.31455540234073975,0.34,0.0,0.2727272727272727,2.0,0.6945211354302263,0.004694835680751174,3862.0,234.0,0.0,0.001294665976178146,0.0,14.264437607701261,1.8860338698179475
random_3,random,0.31455540234073975,0.34,0.17,0.2727272727272727,2.0,0.6945211354302263,0.004694835680751174,3862.0,234.0,0.0,0.001294665976178146,0.0,14.264437607701261,1.8860338698179475
random_3,random,0.31455540234073975,0.47,0.0,0.09090909090909091,4.0,0.6945211354302263,0.0,3224.0,695.0,177.0,0.0009305210918114144,0.6173913043478261,9.59872516931345,2.466491148832822
random_3,random,0.31455540234073975,0.47,0.17,0.09090909090909091,4.0,0.6945211354302263,0.0,3224.0,695.0,177.0,0.0009305210918114144,0.6173913043478261,9.59872516931345,2.466491148832822
random_4,random,0.5686267188666277,0.2,0.0,0.18181818181818182,3.0,0.60815749906659,0.0196078431372549,2165.0,1931.0,0.0,0.0009237875288683603,1.0,10.622644514709709,2.884429111507136
random_4,random,0.5686267188666277,0.2,0.17,0.18181818181818182,3.0,0.60815749906659,0.0196078431372549,2165.0,1931.0,0.0,0.0009237875288683603,1.0,10.622644514709709,2.884429111507136
random_4,random,0.5686267188666277,0.34,0.0,0.18181818181818182,3.0,0.6414908323999232,0.0196078431372549,3690.0,246.0,160.0,0.0008130081300813008,0.5,9.582665331451416,2.3298967337724297
random_4,random,0.5686267188666277,0.34,0.17,0.18181818181818182,3.0,0.6414908323999232,0.0196078431372549,3690.0,246.0,160.0,0.0008130081300813008,0.5,9.582665331451416,2.3298967337724297
random_4,random,0.5686267188666277,0.47,0.0,0.2727272727272727,3.0,0.6945211354302263,0.0,2744.0,1351.0,1.0,0.0010932944606413995,1.0,11.584182131548358,2.986961685071046
random_4,random,0.5686267188666277,0.47,0.17,0.2727272727272727,3.0,0.6945211354302263,0.0,2744.0,1351.0,1.0,0.0010932944606413995,1.0,11.584182131548358,2.986961685071046
random_5,random,0.7811346888002152,0.2,0.0,0.36363636363636365,2.0,0.48142589733498825,0.0,2457.0,1639.0,0.0,0.001628001628001628,1.0,11.139448299486013,3.0300123525496296
random_5,random,0.7811346888002152,0.2,0.17,0.36363636363636365,2.0,0.48142589733498825,0.0,2457.0,1639.0,0.0,0.001628001628001628,1.0,11.139448299486013,3.0300123525496296
random_5,random,0.7811346888002152,0.34,0.0,0.09090909090909091,3.0,0.6945211354302263,0.0,3182.0,914.0,0.0,0.01005656819610308,0.0,9.50870228227256,1.7796598723276824
random_5,random,0.7811346888002152,0.34,0.17,0.09090909090909091,3.0,0.6945211354302263,0.0,3182.0,914.0,0.0,0.01005656819610308,0.0,9.50870228227256,1.7796598723276824
random_5,random,0.7811346888002152,0.47,0.0,0.18181818181818182,4.0,0.6945211354302263,0.0,3064.0,1032.0,0.0,0.0009791122715404699,0.0,11.67508262784419,1.8420023889401895
random_5,random,0.7811346888002152,0.47,0.17,0.18181818181818182,4.0,0.6945211354302263,0.0,3064.0,1032.0,0.0,0.0009791122715404699,0.0,11.67508262784419,1.8420023889401895
