name,family,alpha,window_type,window_size,phase,balance_score,balance_spread,complexity_ratio,complexity_deviation,periodicity_match,best_period,write_count,witness_count,release_count,pollution,delayed_retention,compression_score,compression_score_cap,composite_score
rational_2_3,rational_approx,0.6666666666666666,single,0.2,0.0,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_2_3,rational_approx,0.6666666666666666,single,0.2,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_2_3,rational_approx,0.6666666666666666,single,0.34,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,single,0.34,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,single,0.47,0.0,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,single,0.47,0.17,1.0,1.0,0.1362972318522588,0.5417817031453395,0.3333333333333333,3,4092.0,4.0,0.0,0.0012218963831867058,0.0,26.425806451612903,45.010989010989015,5.317211454234915
rational_2_3,rational_approx,0.6666666666666666,moving,0.2,0.0,0.2727272727272727,3.0,0.20809790574232226,0.5175481084571995,0.02,50,2781.0,1315.0,0.0,0.0010787486515641855,1.0,10.499996866166507,45.010989010989015,4.423465837127661
rational_2_3,rational_approx,0.6666666666666666,moving,0.2,0.17,0.2727272727272727,3.0,0.20809790574232226,0.5175481084571995,0.02,50,2781.0,1315.0,0.0,0.0010787486515641855,1.0,10.499996866166507,45.010989010989015,4.423465837127661
rational_2_3,rational_approx,0.6666666666666666,moving,0.34,0.0,0.2727272727272727,2.0,0.23675095798097254,0.5231465504192777,0.02,50,2946.0,1150.0,0.0,0.0013577732518669382,1.0,10.938434013808017,45.010989010989015,4.722458705091082
rational_2_3,rational_approx,0.6666666666666666,moving,0.34,0.17,0.2727272727272727,2.0,0.23675095798097254,0.5231465504192777,0.02,50,2946.0,1150.0,0.0,0.0013577732518669382,1.0,10.938434013808017,45.010989010989015,4.722458705091082
rational_2_3,rational_approx,0.6666666666666666,moving,0.47,0.0,0.2727272727272727,2.0,0.2609650897650773,0.37488496352132716,0.02,50,3927.0,169.0,0.0,0.0010185892538833714,0.0,10.583530429286629,45.010989010989015,3.8671170655632565
rational_2_3,rational_approx,0.6666666666666666,moving,0.47,0.17,0.2727272727272727,2.0,0.2609650897650773,0.37488496352132716,0.02,50,3927.0,169.0,0.0,0.0010185892538833714,0.0,10.583530429286629,45.010989010989015,3.8671170655632565
rational_2_3,rational_approx,0.6666666666666666,double,0.2,0.0,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
rational_2_3,rational_approx,0.6666666666666666,double,0.2,0.17,1.0,0.0,0.0454324106174196,0.8472605677151133,1.0,1,4092.0,4.0,0.0,0.0012218963831867058,0.0,45.010989010989015,45.010989010989015,4.8515175359017
