flow,family,alpha,offset,window_width,beta,drift,membrane_gain,membrane_decay,write_threshold,overload_threshold,stability_window,write_count,witness_count,release_count,overload_count,witness_conversion,delayed_retention,release_rate,overload_rate,mean_crossing_quality,pollution,phase_lock_resistance,composite_score
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,5,0.0,11.0,657.0,483.0,0.0,0.0,0.5708079930495221,0.41963509991311904,0.5062919292095877,0.0,0.6078921050936246,0.43902868280415447
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,591.0,527.0,0.0,0.0,0.5281501340482574,0.4709562109025916,0.357742937840562,0.0,0.8080922124347403,0.459207176562416
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,1.0,588.0,530.0,0.0,0.0,0.5254691689008043,0.4736371760500447,0.34936725018923853,0.0,0.8645859799661207,0.4694321594608021
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,0.0,673.0,526.0,0.0,0.0,0.5613010842368641,0.43869891576313597,0.4116298538658699,0.0,0.8298482765565032,0.47053639788690305
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,2.0,636.0,518.0,0.0,0.0,0.5501730103806228,0.44809688581314877,0.4364855926752043,0.0,0.6034569321577725,0.4284268260003841
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,2.0,672.0,502.0,0.0,0.0,0.5714285714285714,0.4268707482993197,0.4813510189772337,0.0,0.798872248893945,0.4733276808924398
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,8.0,675.0,494.0,0.0,0.0,0.5734919286321155,0.41971112999150384,0.49901649498748263,0.0,0.7817507765817051,0.4726418306137356
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.0,0.3,0.96,0.52,1.15,9,0.0,9.0,659.0,478.0,0.0,0.0,0.575043630017452,0.41710296684118675,0.5109459928166072,0.0,0.6024125421326583,0.4383865341429182
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,634.0,0.0,0.0,0.0,1.0,0.0,0.3864474716861631,0.0,0.2990881731536459,0.3656235685914996
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,672.0,0.0,0.0,0.0,1.0,0.0,0.3878455100305639,0.0,0.5817458449960626,0.422329857753033
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,725.0,0.0,0.0,0.0,1.0,0.0,0.43886359912438233,0.0,0.4777699496490615,0.4079119398203601
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,748.0,0.0,0.0,0.0,1.0,0.0,0.4878873986787186,0.0,0.3134957197256466,0.38118506877996916
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,751.0,0.0,0.0,0.0,1.0,0.0,0.5068630161481164,0.0,0.5630435076924853,0.43346657855701165
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,744.0,0.0,0.0,0.0,1.0,0.0,0.5127251210498834,0.0,0.4861891760944622,0.4188284753501279
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.18,0.9,0.52,1.75,9,0.0,0.0,755.0,0.0,0.0,0.0,1.0,0.0,0.5506953447848477,0.0,0.30921085817258964,0.38817908973262394
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,634.0,23.0,0.0,0.0,0.9649923896499238,0.0350076103500761,0.3759556377750796,0.0,0.3878951743097082,0.38172341348032585
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,669.0,11.0,0.0,0.0,0.9838235294117647,0.016176470588235296,0.43255733088076403,0.0,0.6302729427014608,0.43746249019450534
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,725.0,0.0,0.0,0.0,1.0,0.0,0.4783678968357026,0.0,0.4777699496490615,0.4128499770342752
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,748.0,0.0,0.0,0.0,1.0,0.0,0.503212654559392,0.0,0.3134957197256466,0.3831007257650533
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,747.0,4.0,0.0,0.0,0.9946737683089214,0.005326231691078562,0.5217180634992264,0.0,0.576888375704746,0.4380391707614417
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,744.0,0.0,0.0,0.0,1.0,0.0,0.5279984857683665,0.0,0.4861891760944622,0.42073764593993823
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.38,1.4,5,0.0,0.0,755.0,0.0,0.0,0.0,1.0,0.0,0.5394371399808384,0.0,0.30921085817258964,0.3867718141321227
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,634.0,0.0,0.0,0.0,1.0,0.0,0.3759556377750796,0.0,0.2990881731536459,0.36431208935261417
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,672.0,0.0,0.0,0.0,1.0,0.0,0.43456837230758893,0.0,0.5817458449960626,0.4281702155376611
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,725.0,0.0,0.0,0.0,1.0,0.0,0.4783678968357026,0.0,0.4777699496490615,0.4128499770342752
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,748.0,0.0,0.0,0.0,1.0,0.0,0.503212654559392,0.0,0.3134957197256466,0.3831007257650533
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,751.0,0.0,0.0,0.0,1.0,0.0,0.5244264334410897,0.0,0.5630435076924853,0.43566200571863334
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,744.0,0.0,0.0,0.0,1.0,0.0,0.5279984857683665,0.0,0.4861891760944622,0.42073764593993823
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.3,0.82,0.52,1.75,5,0.0,0.0,755.0,0.0,0.0,0.0,1.0,0.0,0.5394371399808384,0.0,0.30921085817258964,0.3867718141321227
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,619.0,280.0,0.0,0.0,0.6885428253615128,0.3114571746384872,0.37901584571329894,0.0,0.5699741647850882,0.41575724192479513
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,659.0,304.0,0.0,0.0,0.6843198338525441,0.31568016614745587,0.3792974061947003,0.0,0.7923627130568339,0.4602279167242298
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,683.0,294.0,0.0,0.0,0.6990788126919141,0.300921187308086,0.4201690356505745,0.0,0.688498089976133,0.4447115355784676
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,694.0,289.0,0.0,0.0,0.7060020345879959,0.29399796541200407,0.4619968950437416,0.0,0.5914489920848842,0.4305994306433245
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,692.0,267.0,0.0,0.0,0.721584984358707,0.278415015641293,0.4784381918092084,0.0,0.7767134028638805,0.4698633043925142
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,698.0,258.0,0.0,0.0,0.7301255230125523,0.2698744769874477,0.48723503268047474,0.0,0.7077296784958311,0.4572515700143511
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.3,0.9,0.38,1.4,9,0.0,0.0,693.0,250.0,0.0,0.0,0.7348886532343585,0.2651113467656416,0.5200665120526364,0.0,0.5097114406656533,0.4217994886720538
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,605.0,381.0,0.0,0.0,0.6135902636916836,0.38640973630831643,0.3682311993267073,0.0,0.7692632826717273,0.4535174590871007
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,632.0,363.0,0.0,0.0,0.6351758793969849,0.36482412060301506,0.36986189847199136,0.0,0.8164762979875482,0.46337975570047846
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,692.0,364.0,0.0,0.0,0.6553030303030303,0.3446969696969697,0.4236409414228336,0.0,0.6479661334600906,0.4366013746729026
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,676.0,364.0,0.0,0.0,0.65,0.35,0.44995652019895865,0.0,0.6357526419205441,0.43739509340897864
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,685.0,340.0,0.0,0.0,0.6682926829268293,0.33170731707317075,0.4809885560733355,0.0,0.7684495619079862,0.46799640872003245
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,0.0,697.0,331.0,0.0,0.0,0.6780155642023347,0.3219844357976654,0.49359151073156277,0.0,0.6335382647165508,0.4426867474267789
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.42,0.9,0.52,1.75,9,0.0,1.0,694.0,285.0,0.0,0.0,0.7081632653061225,0.29081632653061223,0.515534878911797,0.0,0.47979500399346975,0.4150845341320563
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,584.0,498.0,0.0,0.0,0.5397412199630314,0.4602587800369686,0.34750158896265304,0.0,0.6605663124402639,0.4284483733080147
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,628.0,491.0,0.0,0.0,0.5612153708668454,0.4387846291331546,0.4143794291998619,0.0,0.8148126375515745,0.4678721098689661
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,677.0,484.0,0.0,0.0,0.5831180017226529,0.4168819982773471,0.4624564718080469,0.0,0.8320552299619719,0.47754928498562677
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,0.0,672.0,477.0,0.0,0.0,0.5848563968668408,0.4151436031331593,0.4743364107310806,0.0,0.6176213067639726,0.43616487666284803
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,5.0,661.0,464.0,0.0,0.0,0.5849557522123894,0.41061946902654867,0.49225686379552935,0.0,0.7882235795011625,0.4729688592729038
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,9.0,640.0,454.0,0.0,0.0,0.5802357207615594,0.41160471441523117,0.49005272970516595,0.0,0.7403673221751321,0.46344836933810873
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.0,0.003,0.42,0.96,0.68,1.75,5,0.0,11.0,633.0,439.0,0.0,0.0,0.5844875346260388,0.4053554939981533,0.4972716234740444,0.0,0.8510968021830528,0.48673888585470726
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,616.0,309.0,0.0,0.0,0.6659459459459459,0.33405405405405403,0.3661301650719085,0.0,0.785316689718039,0.45698906803705586
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,644.0,306.0,0.0,0.0,0.6778947368421052,0.32210526315789473,0.3618311003488428,0.0,0.8324716075397359,0.4660021564199736
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,683.0,300.0,0.0,0.0,0.6948118006103764,0.3051881993896236,0.41608493328009,0.0,0.7541779003920485,0.4572943147445247
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,675.0,295.0,0.0,0.0,0.6958762886597938,0.30412371134020616,0.4731282655008875,0.0,0.6691016537993048,0.4474201268340699
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,0.0,681.0,289.0,0.0,0.0,0.702061855670103,0.2979381443298969,0.4918967215149615,0.0,0.779504154776338,0.47190853970133884
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,1.0,684.0,280.0,0.0,0.0,0.7088082901554404,0.29015544041450775,0.503580378837667,0.0,0.6452320680689763,0.44668567081306326
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.18,0.96,0.38,1.15,9,0.0,1.0,663.0,267.0,0.0,0.0,0.7121374865735768,0.28678839957035446,0.5546681544036106,0.0,0.5060874597711931,0.4252797975060326
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,627.0,231.0,0.0,0.0,0.7307692307692307,0.2692307692307692,0.3601009773578331,0.0,0.36184240403436707,0.3721887952842949
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,660.0,202.0,0.0,0.0,0.765661252900232,0.23433874709976799,0.41902998096546074,0.0,0.7495084823469116,0.45743705661906725
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,686.0,160.0,0.0,0.0,0.8108747044917257,0.18912529550827423,0.4519439280912296,0.0,0.6434882396311177,0.44079938598254453
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,671.0,159.0,0.0,0.0,0.808433734939759,0.19156626506024096,0.4756099600350052,0.0,0.5610785652446855,0.42725129540271034
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,679.0,155.0,0.0,0.0,0.8141486810551559,0.18585131894484413,0.49565133553925655,0.0,0.749883706272271,0.4675746450074128
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,709.0,165.0,0.0,0.0,0.8112128146453089,0.18878718535469108,0.5245323357272869,0.0,0.6263031577101434,0.4464393016543926
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.3,0.82,0.68,1.15,5,0.0,0.0,684.0,161.0,0.0,0.0,0.8094674556213017,0.19053254437869824,0.5353939344495753,0.0,0.4829290702418413,0.41910473041077817
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,619.0,448.0,0.0,0.0,0.5801312089971884,0.4198687910028116,0.3676328025325378,0.0,0.3856586475363125,0.3763871419138016
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,618.0,433.0,0.0,0.0,0.588011417697431,0.41198858230256896,0.3527227924455073,0.0,0.8449653102338883,0.46646352527944035
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,674.0,425.0,0.0,0.0,0.6132848043676069,0.3867151956323931,0.4076135292641808,0.0,0.7617053531777702,0.4569256098372527
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,668.0,417.0,0.0,0.0,0.6156682027649769,0.38433179723502303,0.46436993405003746,0.0,0.7512983217189584,0.46196258812769614
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,686.0,403.0,0.0,0.0,0.6299357208448118,0.37006427915518825,0.490537942026109,0.0,0.7726265168709627,0.46964190333590433
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,669.0,389.0,0.0,0.0,0.6323251417769377,0.3676748582230624,0.4917911030110634,0.0,0.7721223376529887,0.46972160682475
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.3,0.9,0.68,1.15,9,0.0,0.0,653.0,350.0,0.0,0.0,0.6510468594217348,0.3489531405782652,0.5471521502914155,0.0,0.5920633469436922,0.44081715676938277
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,590.0,397.0,0.0,0.0,0.5977710233029382,0.4022289766970618,0.3483661419859137,0.0,0.5917645616140232,0.41537639030407325
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,620.0,377.0,0.0,0.0,0.6218655967903711,0.3781344032096289,0.3541004276868654,0.0,0.8605661308731203,0.470094435603386
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,693.0,369.0,0.0,0.0,0.652542372881356,0.3474576271186441,0.4190809060285694,0.0,0.6542581838025858,0.4372621737429019
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,653.0,370.0,0.0,0.0,0.6383186705767351,0.3616813294232649,0.45752118271871184,0.0,0.6409151718023391,0.43925636890607417
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,671.0,352.0,0.0,0.0,0.6559139784946236,0.34408602150537637,0.484283213243994,0.0,0.7834340587858908,0.47128135319762365
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,696.0,331.0,0.0,0.0,0.6777020447906524,0.3222979552093476,0.5130665951769273,0.0,0.6558214976133521,0.44957464436769284
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.38,1.75,9,0.0,0.0,666.0,289.0,0.0,0.0,0.6973821989528796,0.30261780104712044,0.5413000161403041,0.0,0.5330586725368682,0.4287480585144405
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,617.0,500.0,0.0,0.0,0.5523724261414503,0.4476275738585497,0.36013270929177243,0.0,0.5657713880723991,0.41119459053736584
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,587.0,526.0,0.0,0.0,0.527403414195867,0.472596585804133,0.32948955991260676,0.0,0.8160901383719917,0.4571782568054329
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,643.0,519.0,0.0,0.0,0.5533562822719449,0.44664371772805506,0.39659759430249936,0.0,0.7572425247682596,0.4540567670641838
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,643.0,508.0,0.0,0.0,0.5586446568201564,0.4413553431798436,0.45377435146063777,0.0,0.5442133789170585,0.41865091628419293
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,643.0,483.0,0.0,0.0,0.5710479573712256,0.4289520426287744,0.466156061088396,0.0,0.8038022217572396,0.47224043156120965
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,632.0,472.0,0.0,0.0,0.572463768115942,0.427536231884058,0.47915042385754775,0.0,0.8112690051379334,0.4753722416909396
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.42,0.9,0.52,1.4,9,0.0,0.0,644.0,453.0,0.0,0.0,0.5870556061987238,0.41294439380127623,0.5306657879351007,0.0,0.6002198087703285,0.43974774130794053
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,1.0,595.0,489.0,0.0,0.0,0.5483870967741935,0.45069124423963136,0.35645134096018627,0.0,0.5906347327831443,0.4157594010430116
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,615.0,493.0,0.0,0.0,0.5550541516245487,0.44494584837545126,0.35205286193419577,0.0,0.7171674354072637,0.44049063633947266
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,676.0,493.0,0.0,0.0,0.5782720273738238,0.42172797262617623,0.41499912267187944,0.0,0.8219365539692326,0.4695449214015697
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,0.0,647.0,485.0,0.0,0.0,0.5715547703180212,0.4284452296819788,0.4586259809045256,0.0,0.6268680554427768,0.43591740640480126
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,3.0,654.0,468.0,0.0,0.0,0.5813333333333334,0.416,0.4822855472992216,0.0,0.777031041590781,0.46927190173055894
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,8.0,642.0,460.0,0.0,0.0,0.5783783783783784,0.4144144144144144,0.49074622544238405,0.0,0.8126753985698519,0.477882862398773
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.42,0.96,0.38,1.75,9,0.0,10.0,625.0,442.0,0.0,0.0,0.5803156917363046,0.4103992571959146,0.5408664853269177,0.0,0.8540466035971377,0.4926492934094334
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,3.0,573.0,738.0,0.0,0.0,0.4360730593607306,0.5616438356164384,0.3454203780333159,0.0,0.646827427673595,0.42463207388477386
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,2.0,612.0,748.0,0.0,0.0,0.44933920704845814,0.5491923641703378,0.34009088483463956,0.0,0.7589766977598957,0.44644693510491407
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,3.0,594.0,768.0,0.0,0.0,0.4351648351648352,0.5626373626373626,0.37998784618039205,0.0,0.7373678321027473,0.4470434757645271
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,20.0,566.0,747.0,0.0,0.0,0.42460615153788445,0.5603900975243811,0.43868930974644604,0.0,0.7863172964998064,0.4653460596274193
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,18.0,579.0,722.0,0.0,0.0,0.43896891584533737,0.5473843821076573,0.4532736809971927,0.0,0.8117001896915189,0.4722536074261068
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,8.0,570.0,710.0,0.0,0.0,0.44254658385093165,0.5512422360248447,0.46146416362776177,0.0,0.7245090031901669,0.45513140494243526
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.0,0.42,0.96,0.52,1.15,9,0.0,28.0,560.0,694.0,0.0,0.0,0.43681747269890797,0.5413416536661466,0.5158490334796003,0.0,0.8693732608438429,0.49240804344420225
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,625.0,231.0,0.0,0.0,0.7301401869158879,0.26985981308411217,0.36074665020670366,0.0,0.38762011754002235,0.3774187566530013
fib_13_21,rational,0.595047619047619,-0.023999999999999997,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,632.0,238.0,0.0,0.0,0.7264367816091954,0.2735632183908046,0.4065136933109368,0.0,0.8562257320009613,0.4768237258801513
fib_13_21,rational,0.6070476190476191,-0.011999999999999997,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,686.0,234.0,0.0,0.0,0.7456521739130435,0.2543478260869565,0.45874338092395156,0.0,0.80756428020043,0.4738123003947104
fib_13_21,rational,0.6190476190476191,3.469446951953614e-18,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,669.0,229.0,0.0,0.0,0.744988864142539,0.25501113585746105,0.47882939135655106,0.0,0.6534645842665436,0.445496479414303
fib_13_21,rational,0.6310476190476191,0.012000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,701.0,224.0,0.0,0.0,0.7578378378378379,0.24216216216216216,0.5113242491379305,0.0,0.7705264013872016,0.47309918979806004
fib_13_21,rational,0.6430476190476191,0.024000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,710.0,212.0,0.0,0.0,0.7700650759219089,0.2299349240780911,0.5234804620720069,0.0,0.7486243083938688,0.4703605701969938
fib_13_21,rational,0.6550476190476191,0.036000000000000004,0.26,0.011,0.003,0.18,0.96,0.38,1.4,5,0.0,0.0,686.0,208.0,0.0,0.0,0.767337807606264,0.232662192393736,0.5408297659746529,0.0,0.572837151184407,0.4373445290597757
fib_13_21,rational,0.583047619047619,-0.036,0.26,0.011,0.003,0.3,0.9,0.68,1.15,9,0.0,0.0,619.0,448.0,0.0,0.0,0.5801312089971884,0.4198687910028116,0.3682711127806029,0.0,0.37840360333111867,0.375015921853771
