flow,family,alpha,best_delay,best_slot_count,context_pressure,similarity_threshold,recall_window,recall_gain,layer_window,recency_decay,resonance_gain,field_radius,field_width,field_support_gain,field_competition_gain,split_threshold,witness_conversion,delayed_retention,release_rate,rupture_rate,recall_survival_rate,same_core_recall_rate,same_field_recall_rate,split_rate,context_distortion_rate,blocked_context_rate,field_overlap_rate,pollution,phase_lock_resistance,score
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,8,0.55,0.14,3,1.8,0.08,0.04,0.24,0.7939262472885033,0.44256348246674726,0.06203208556149733,0.053475935828877004,0.6650602409638554,0.21325301204819277,0.6650602409638554,0.04457831325301205,0.0,0.3349397590361446,1.81640625,0.05144903940084663,0.589664339387663,0.8238403600897408
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,8,0.55,0.14,5,1.2,0.08,0.08,0.36,0.7857142857142857,0.44,0.06737967914438503,0.05026737967914439,0.6544622425629291,0.20823798627002288,0.6544622425629291,0.0,0.0,0.34553775743707094,3.02734375,0.05014653207424292,0.5882839289182031,0.838389282065372
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.14,13,0.72,0.08,5,1.8,0.14,0.08,0.36,0.757700205338809,0.4310747663551402,0.08235294117647059,0.0021390374331550803,0.6927437641723356,0.22448979591836735,0.6927437641723356,0.0,0.0,0.3072562358276644,3.02734375,0.05275154672745034,0.5762251760413435,0.8276365984339709
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.2,8,0.72,0.08,5,1.8,0.08,0.04,0.24,0.756701030927835,0.4307511737089202,0.08128342245989305,0.0074866310160427805,0.6840317100792752,0.2129105322763307,0.6840317100792752,0.0022650056625141564,0.0,0.3159682899207248,3.02734375,0.05014653207424292,0.5772603801887557,0.8269970062267978
silver,metallic,0.43821356237309517,21,13,0.04,0.58,21,0.2,13,0.55,0.08,3,1.2,0.14,0.08,0.36,0.75,0.42857142857142855,0.07379679144385026,0.03529411764705882,0.714987714987715,0.24201474201474202,0.714987714987715,0.014742014742014743,0.0,0.28501228501228504,1.81640625,0.04363399544122436,0.585635678511504,0.8206609283219424
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.08,8,0.72,0.08,3,1.2,0.14,0.08,0.36,0.7021276595744681,0.4125,0.14010695187165775,0.0042780748663101605,0.5618729096989966,0.12040133779264214,0.5618729096989966,0.006688963210702341,0.0,0.43812709030100333,1.81640625,0.04884402474763921,0.43491706054756074,0.7914355383079649
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.08,8,0.72,0.14,5,1.8,0.08,0.08,0.36,0.716024340770791,0.41725768321513,0.09518716577540107,0.0,0.4957627118644068,0.11299435028248588,0.4957627118644068,0.0,0.0,0.5042372881355932,3.02734375,0.04786714425268642,0.5742564603001017,0.8139525914340766
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.08,13,0.55,0.14,5,1.8,0.14,0.04,0.24,0.7267206477732794,0.4208675263774912,0.08663101604278074,0.0010695187165775401,0.4908835904628331,0.10659186535764376,0.4908835904628331,0.0,0.0,0.5091164095371669,3.02734375,0.04982090524259199,0.5753303903844202,0.8142236393022472
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.14,8,0.55,0.08,3,1.8,0.14,0.08,0.24,0.6936170212765957,0.40954773869346733,0.12406417112299466,0.02459893048128342,0.5598006644518272,0.12624584717607973,0.5598006644518272,0.03820598006644518,0.0,0.44019933554817275,1.81640625,0.04884402474763921,0.588212054847731,0.8013691851057717
silver,metallic,0.43821356237309517,21,13,0.04,0.68,13,0.2,13,0.55,0.14,3,1.8,0.08,0.08,0.36,0.731006160164271,0.4223013048635824,0.09090909090909091,0.0074866310160427805,0.519872813990461,0.1287758346581876,0.519872813990461,0.0047694753577106515,0.0,0.48012718600953896,1.81640625,0.04656463692608271,0.43626474448980235,0.7982349575859206
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.08,8,0.72,0.08,5,1.2,0.08,0.08,0.24,0.6863543788187373,0.40700483091787437,0.11229946524064172,0.0021390374331550803,0.523972602739726,0.16552511415525115,0.523972602739726,0.0,0.0,0.476027397260274,3.02734375,0.04982090524259199,0.4311486872064104,0.795548468812008
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.08,8,0.72,0.14,5,1.8,0.08,0.04,0.36,0.7413441955193483,0.4257309941520468,0.08342245989304813,0.0021390374331550803,0.48081264108352145,0.1613995485327314,0.48081264108352145,0.0,0.0,0.5191873589164786,3.02734375,0.04982090524259199,0.5759377719811813,0.8210811663446806
silver,metallic,0.43821356237309517,21,13,0.04,0.68,21,0.14,8,0.72,0.14,3,1.8,0.14,0.04,0.24,0.7536842105263157,0.4297719087635054,0.06631016042780749,0.0427807486631016,0.49696233292831105,0.16038882138517618,0.49696233292831105,0.0425273390036452,0.0,0.503037667071689,1.81640625,0.04623901009443178,0.5917932366969791,0.8140006738332658
